"","accession","species","genus","family","source","accession.version","taxid"
"6640","NC_060704","Sphagnum junghuhnianum","Sphagnum","Sphagnaceae","full+trnL","NC_060704.1",128207
"6641","NC_060705","Sphagnum multifibrosum","Sphagnum","Sphagnaceae","full+trnL","NC_060705.1",2875780
"6642","NC_060706","Ardisia quinquegona","Ardisia","Primulaceae","all","NC_060706.1",648860
"6643","NC_060707","Ardisia fordii","Ardisia","Primulaceae","all","NC_060707.1",1200277
"6644","NC_060714","Knema tenuinervia","Knema","Myristicaceae","all","NC_060714.1",1679393
"6645","NC_060715","Myristica fragrans","Myristica","Myristicaceae","all","NC_060715.1",51089
"6646","NC_060716","Myristica yunnanensis","Myristica","Myristicaceae","all","NC_060716.1",389498
"6647","NC_060724","Magnolia champaca","Magnolia","Magnoliaceae","all","NC_060724.1",86757
"6648","NC_060725","Magnolia guangdongensis","Magnolia","Magnoliaceae","all","NC_060725.1",1200842
"6649","NC_060727","Stipagrostis pennata","Stipagrostis","Poaceae","all","NC_060727.1",348285
"6650","NC_060728","Aristida adscensionis","Aristida","Poaceae","all","NC_060728.1",121766
"6651","NC_060729","Patrinia rupestris","Patrinia","Caprifoliaceae","all","NC_060729.1",59172
"6652","NC_060731","Fagus japonica","Fagus","Fagaceae","all","NC_060731.1",1531991
"6653","NC_060732","Populus maximowiczii","Populus","Salicaceae","all","NC_060732.1",75703
"6654","NC_060733","Geum aleppicum","Geum","Rosaceae","all","NC_060733.1",714473
"6655","NC_060734","Pteris semipinnata","Pteris","Pteridaceae","all","NC_060734.1",265705
"6656","NC_060749","Pleurospermum franchetianum","Pleurospermum","Apiaceae","all","NC_060749.1",496690
"6657","NC_060750","Hymenidium dentatum","Hymenidium","Apiaceae","all","NC_060750.1",2666235
"6658","NC_060751","Hymenidium linearilobum","Hymenidium","Apiaceae","all","NC_060751.1",584745
"6659","NC_060752","Pterocyclus forrestii","Pterocyclus","Apiaceae","all","NC_060752.1",584763
"6660","NC_060753","Hymenidium rivulorum","Hymenidium","Apiaceae","all","NC_060753.1",948492
"6661","NC_060754","Pterocyclus angelicoides","Pterocyclus","Apiaceae","all","NC_060754.1",584762
"6662","NC_060755","Pterocyclus wolffianus","Pterocyclus","Apiaceae","all","NC_060755.1",2583323
"6663","NC_060756","Pterocyclus rotundatus","Pterocyclus","Apiaceae","all","NC_060756.1",2597139
"6664","NC_060757","Hymenidium apiolens","Hymenidium","Apiaceae","all","NC_060757.1",584734
"6665","NC_060763","Hedychium villosum","Hedychium","Zingiberaceae","all","NC_060763.1",199644
"6666","NC_060764","Pommereschea lackneri","Pommereschea","Zingiberaceae","all","NC_060764.1",110731
"6667","NC_060765","Rhynchanthus beesianus","Rhynchanthus","Zingiberaceae","all","NC_060765.1",110733
"6668","NC_060775","Astilbe chinensis","Astilbe","Saxifragaceae","all","NC_060775.1",268493
"6669","NC_060776","Astilbe koreana","Astilbe","Saxifragaceae","all","NC_060776.1",657399
"6670","NC_060777","Camellia polyodonta","Camellia","Theaceae","all","NC_060777.1",452971
"6671","NC_060778","Camellia vietnamensis","Camellia","Theaceae","all","NC_060778.1",460809
"6672","NC_060779","Phragmites australis","Phragmites","Poaceae","all","NC_060779.1",2914709
"6673","NC_060780","Phragmites australis","Phragmites","Poaceae","all","NC_060780.1",2099396
"6674","NC_060782","Parnassia viridiflora","Parnassia","Celastraceae","all","NC_060782.1",1037478
"6675","NC_060783","Parnassia tenella","Parnassia","Celastraceae","all","NC_060783.1",324807
"6676","NC_060784","Parnassia lutea","Parnassia","Celastraceae","all","NC_060784.1",1037472
"6677","NC_060785","Parnassia chinensis","Parnassia","Celastraceae","all","NC_060785.1",1043515
"6678","NC_060799","Astragalus canadensis","Astragalus","Fabaceae","full+trnL","NC_060799.1",47141
"6679","NC_060800","Cornus bretschneideri","Cornus","Cornaceae","all","NC_060800.1",367341
"6680","NC_060801","Cyclocodon lancifolius","Cyclocodon","Campanulaceae","all","NC_060801.1",421875
"6681","NC_060805","Exochorda serratifolia","Exochorda","Rosaceae","all","NC_060805.1",329225
"6682","NC_060810","Wisteria brachybotrys","Wisteria","Fabaceae","all","NC_060810.1",185975
"6683","NC_060811","Wisteria frutescens","Wisteria","Fabaceae","all","NC_060811.1",47096
"6684","NC_060812","Wisteria villosa","Wisteria","Fabaceae","all","NC_060812.1",516079
"6685","NC_060813","Echeveria lilacina","Echeveria","Crassulaceae","all","NC_060813.1",2489263
"6686","NC_060826","Nonea vesicaria","Nonea","Boraginaceae","full+trnL","NC_060826.1",256494
"6687","NC_060827","Launaea arborescens","Launaea","Asteraceae","all","NC_060827.1",43199
"6688","NC_060828","Launaea nudicaulis","Launaea","Asteraceae","all","NC_060828.1",43200
"6689","NC_060829","Daphne odora","Daphne","Thymelaeaceae","all","NC_060829.1",329675
"6690","NC_060830","Corylopsis glandulifera","Corylopsis","Hamamelidaceae","all","NC_060830.1",451702
"6691","NC_060831","Loropetalum chinense","Loropetalum","Hamamelidaceae","all","NC_060831.1",64118
"6692","NC_060832","Corylopsis velutina","Corylopsis","Hamamelidaceae","all","NC_060832.1",2913439
"6693","NC_060833","Horsfieldia hainanensis","Horsfieldia","Myristicaceae","all","NC_060833.1",2782346
"6694","NC_060834","Horsfieldia prainii","Horsfieldia","Myristicaceae","all","NC_060834.1",1195740
"6695","NC_060835","Horsfieldia amygdalina","Horsfieldia","Myristicaceae","all","NC_060835.1",1195737
"6696","NC_060836","Horsfieldia tetratepala","Horsfieldia","Myristicaceae","all","NC_060836.1",2913440
"6697","NC_060837","Cananga odorata","Cananga","Annonaceae","all","NC_060837.1",13393
"6698","NC_060840","Peucedanum hakuunense","Peucedanum","Apiaceae","all","NC_060840.1",1133296
"6699","NC_060841","Kitagawia praeruptora","Kitagawia","Apiaceae","all","NC_060841.1",312531
"6700","NC_060845","Prosopis tamarugo","Prosopis","Fabaceae","all","NC_060845.1",433935
"6701","NC_060846","Carex laevissima","Carex","Cyperaceae","full+trnL","NC_060846.1",432994
"6702","NC_060847","Cryptocoryne elliptica","Cryptocoryne","Araceae","full+barcode","NC_060847.1",1798021
"6703","NC_060853","Cotoneaster mongolicus","Cotoneaster","Rosaceae","all","NC_060853.1",1143222
"6704","NC_060854","Cotoneaster multiflorus","Cotoneaster","Rosaceae","all","NC_060854.1",690326
"6705","NC_060855","Cotoneaster submultiflorus","Cotoneaster","Rosaceae","all","NC_060855.1",690337
"6706","NC_060856","Cotoneaster tenuipes","Cotoneaster","Rosaceae","all","NC_060856.1",2828844
"6707","NC_060861","Diospyros vaccinioides","Diospyros","Ebenaceae","all","NC_060861.1",1938282
"6708","NC_060862","Corydalis impatiens","Corydalis","Papaveraceae","all","NC_060862.1",2880154
"6709","NC_060863","Cardamine abchasica","Cardamine","Brassicaceae","all","NC_060863.1",580365
"6710","NC_060864","Cardamine heptaphylla","Cardamine","Brassicaceae","all","NC_060864.1",558121
"6711","NC_060865","Cardamine bipinnata","Cardamine","Brassicaceae","all","NC_060865.1",580366
"6712","NC_060866","Viola kunawurensis","Viola","Violaceae","full+trnL","NC_060866.1",1439934
"6713","NC_060875","Phalaenopsis malipoensis","Phalaenopsis","Orchidaceae","full+barcode","NC_060875.1",1792298
"6714","NC_060876","Circaea cordata","Circaea","Onagraceae","full+trnL","NC_060876.1",13011
"6715","NC_060982","Anemonastrum flaccidum","Anemonastrum","Ranunculaceae","full+trnL","NC_060982.1",174164
"6716","NC_060983","Hepatica acutiloba","Hepatica","Ranunculaceae","all","NC_060983.1",387276
"6717","NC_060984","Hepatica americana","Hepatica","Ranunculaceae","all","NC_060984.1",46980
"6718","NC_060985","Hepatica falconeri","Hepatica","Ranunculaceae","all","NC_060985.1",407842
"6719","NC_060986","Hepatica nobilis","Hepatica","Ranunculaceae","all","NC_060986.1",168011
"6720","NC_060987","Hepatica transsilvanica","Hepatica","Ranunculaceae","all","NC_060987.1",168012
"6721","NC_060991","Cheniella didyma","Cheniella","Fabaceae","all","NC_060991.1",228517
"6722","NC_060994","Cornus sunhangii","Cornus","Cornaceae","all","NC_060994.1",2712842
"6723","NC_061006","Patrinia monandra","Patrinia","Caprifoliaceae","all","NC_061006.1",1530334
"6724","NC_061007","Sonneratia griffithii","Sonneratia","Lythraceae","all","NC_061007.1",516017
"6725","NC_061008","Hesperocyparis stephensonii","Hesperocyparis","Cupressaceae","all","NC_061008.1",48932
"6726","NC_061010","Circaea alpina","Circaea","Onagraceae","full+trnL","NC_061010.1",658098
"6727","NC_061011","Epilobium minutiflorum","Epilobium","Onagraceae","all","NC_061011.1",2764635
"6728","NC_061012","Epilobium williamsii","Epilobium","Onagraceae","all","NC_061012.1",2915643
"6729","NC_061013","Epilobium amurense","Epilobium","Onagraceae","all","NC_061013.1",2915633
"6730","NC_061014","Chamaenerion angustifolium","Chamaenerion","Onagraceae","all","NC_061014.1",2915645
"6731","NC_061015","Epilobium amurense","Epilobium","Onagraceae","all","NC_061015.1",2915641
"6732","NC_061016","Epilobium cylindricum","Epilobium","Onagraceae","all","NC_061016.1",1045339
"6733","NC_061017","Circaea glabrescens","Circaea","Onagraceae","full+trnL","NC_061017.1",658104
"6734","NC_061018","Circaea repens","Circaea","Onagraceae","full+trnL","NC_061018.1",658106
"6735","NC_061019","Epilobium sikkimense","Epilobium","Onagraceae","all","NC_061019.1",858952
"6736","NC_061020","Chamaenerion conspersum","Chamaenerion","Onagraceae","all","NC_061020.1",1045338
"6737","NC_061021","Chamaenerion angustifolium","Chamaenerion","Onagraceae","all","NC_061021.1",2054448
"6738","NC_061022","Circaea alpina","Circaea","Onagraceae","full+trnL","NC_061022.1",658096
"6739","NC_061023","Epilobium royleanum","Epilobium","Onagraceae","all","NC_061023.1",2856452
"6740","NC_061025","Penstemon fruticosus","Penstemon","Plantaginaceae","all","NC_061025.1",160371
"6741","NC_061026","Epilobium tibetanum","Epilobium","Onagraceae","all","NC_061026.1",2915642
"6742","NC_061028","Parnassia faberi","Parnassia","Celastraceae","all","NC_061028.1",324804
"6743","NC_061038","Pulsatilla campanella","Pulsatilla","Ranunculaceae","all","NC_061038.1",1806195
"6744","NC_061039","Castanopsis hystrix","Castanopsis","Fagaceae","all","NC_061039.1",167390
"6745","NC_061040","Thamnocalamus unispiculatus","Thamnocalamus","Poaceae","all","NC_061040.1",1676248
"6746","NC_061041","Elatostema stewardii","Elatostema","Urticaceae","full+trnL","NC_061041.1",1399684
"6747","NC_061042","Campsis grandiflora","Campsis","Bignoniaceae","all","NC_061042.1",108594
"6748","NC_061043","Pimpinella smithii","Pimpinella","Apiaceae","all","NC_061043.1",496689
"6749","NC_061050","Elymus atratus","Elymus","Poaceae","all","NC_061050.1",1497993
"6750","NC_061051","Camellia pingguoensis","Camellia","Theaceae","all","NC_061051.1",147928
"6751","NC_061055","Solidago canadensis","Solidago","Asteraceae","all","NC_061055.1",59297
"6752","NC_061056","Carallia brachiata","Carallia","Rhizophoraceae","all","NC_061056.1",61141
"6753","NC_061171","Paragymnopteris bipinnata","Paragymnopteris","Pteridaceae","all","NC_061171.1",2875816
"6754","NC_061173","Teucrium fruticans","Teucrium","Lamiaceae","all","NC_061173.1",28514
"6755","NC_061174","Rosa x damascena","Rosa","Rosaceae","all","NC_061174.1",3765
"6756","NC_061175","Heuchera micrantha","Heuchera","Saxifragaceae","all","NC_061175.1",3795
"6757","NC_061176","Persicaria runcinata","Persicaria","Polygonaceae","full+trnL","NC_061176.1",137689
"6758","NC_061178","Caragana sinica","Caragana","Fabaceae","all","NC_061178.1",403832
"6759","NC_061183","Silene asclepiadea","Silene","Caryophyllaceae","full+trnL","NC_061183.1",1799701
"6760","NC_061184","Silene atrocastanea","Silene","Caryophyllaceae","full+trnL","NC_061184.1",2591603
"6761","NC_061185","Silene chodatii","Silene","Caryophyllaceae","full+trnL","NC_061185.1",2591604
"6762","NC_061186","Silene delavayi","Silene","Caryophyllaceae","full+trnL","NC_061186.1",443869
"6763","NC_061187","Silene gracilicaulis","Silene","Caryophyllaceae","all","NC_061187.1",663348
"6764","NC_061188","Silene lineariloba","Silene","Caryophyllaceae","full+trnL","NC_061188.1",2916729
"6765","NC_061189","Silene melanantha","Silene","Caryophyllaceae","full+trnL","NC_061189.1",1080101
"6766","NC_061190","Silene stewartiana","Silene","Caryophyllaceae","full+trnL","NC_061190.1",2591602
"6767","NC_061191","Silene tatarinowii","Silene","Caryophyllaceae","full+trnL","NC_061191.1",570847
"6768","NC_061192","Silene viscidula","Silene","Caryophyllaceae","full+trnL","NC_061192.1",443873
"6769","NC_061194","Tulipa patens","Tulipa","Liliaceae","all","NC_061194.1",2173066
"6770","NC_061197","Sparganium emersum","Sparganium","Typhaceae","full+trnL","NC_061197.1",361423
"6771","NC_061198","Sparganium erectum","Sparganium","Typhaceae","full+trnL","NC_061198.1",767568
"6772","NC_061199","Sparganium hyperboreum","Sparganium","Typhaceae","full+trnL","NC_061199.1",669839
"6773","NC_061200","Sparganium erectum","Sparganium","Typhaceae","full+trnL","NC_061200.1",1407756
"6774","NC_061201","Sparganium erectum","Sparganium","Typhaceae","full+trnL","NC_061201.1",1534660
"6775","NC_061202","Sparganium fluctuans","Sparganium","Typhaceae","full+trnL","NC_061202.1",1407759
"6776","NC_061203","Sparganium gramineum","Sparganium","Typhaceae","full+trnL","NC_061203.1",1407760
"6777","NC_061208","Corylopsis microcarpa","Corylopsis","Hamamelidaceae","all","NC_061208.1",2291116
"6778","NC_061213","Solanum sisymbriifolium","Solanum","Solanaceae","all","NC_061213.1",205582
"6779","NC_061214","Dracocephalum psammophilum","Dracocephalum","Lamiaceae","all","NC_061214.1",2875946
"6780","NC_061215","Ardisia crenata","Ardisia","Primulaceae","all","NC_061215.1",1200272
"6781","NC_061218","Bauhinia purpurea","Bauhinia","Fabaceae","all","NC_061218.1",3806
"6782","NC_061219","Scapania undulata","Scapania","Scapaniaceae","full+trnL","NC_061219.1",215256
"6783","NC_061221","Hydrocharis dubia","Hydrocharis","Hydrocharitaceae","all","NC_061221.1",62340
"6784","NC_061222","Hydrocharis morsus-ranae","Hydrocharis","Hydrocharitaceae","full+barcode","NC_061222.1",55464
"6785","NC_061223","Limnobium laevigatum","Limnobium","Hydrocharitaceae","full+trnL","NC_061223.1",62342
"6786","NC_061224","Hydrocharis chevalieri","Hydrocharis","Hydrocharitaceae","all","NC_061224.1",2884936
"6787","NC_061227","Prosopis farcta","Prosopis","Fabaceae","all","NC_061227.1",264982
"6788","NC_061229","Salvia trijuga","Salvia","Lamiaceae","full+trnL","NC_061229.1",342065
"6789","NC_061230","Salvia substolonifera","Salvia","Lamiaceae","full+trnL","NC_061230.1",424425
"6790","NC_061249","Magnolia ernestii","Magnolia","Magnoliaceae","all","NC_061249.1",86773
"6791","NC_061251","Carex alatauensis","Carex","Cyperaceae","full+trnL","NC_061251.1",544729
"6792","NC_061252","Carex capillifolia","Carex","Cyperaceae","full+trnL","NC_061252.1",140872
"6793","NC_061253","Carex kokanica","Carex","Cyperaceae","full+trnL","NC_061253.1",100296
"6794","NC_061254","Carex microglochin","Carex","Cyperaceae","full+trnL","NC_061254.1",234725
"6795","NC_061255","Carex sargentiana","Carex","Cyperaceae","full+trnL","NC_061255.1",2666210
"6796","NC_061256","Rubia podantha","Rubia","Rubiaceae","all","NC_061256.1",1650713
"6797","NC_061257","Rubia yunnanensis","Rubia","Rubiaceae","all","NC_061257.1",1650721
"6798","NC_061258","Corybas sp. Waitarere","Corybas","Orchidaceae","full","NC_061258.1",2917548
"6799","NC_061263","Rosa arvensis","Rosa","Rosaceae","all","NC_061263.1",136998
"6800","NC_061264","Rosa odorata","Rosa","Rosaceae","all","NC_061264.1",74650
"6801","NC_061265","Rosa majalis","Rosa","Rosaceae","all","NC_061265.1",57935
"6802","NC_061266","Rosa moschata","Rosa","Rosaceae","all","NC_061266.1",74646
"6803","NC_061267","Rosa brunonii","Rosa","Rosaceae","all","NC_061267.1",119236
"6804","NC_061268","Rosa fedtschenkoana","Rosa","Rosaceae","all","NC_061268.1",127554
"6805","NC_061269","Rosa sericea","Rosa","Rosaceae","all","NC_061269.1",74631
"6806","NC_061270","Rosa bracteata","Rosa","Rosaceae","all","NC_061270.1",74653
"6807","NC_061271","Rosa gallica","Rosa","Rosaceae","all","NC_061271.1",74632
"6808","NC_061272","Rosa persica","Rosa","Rosaceae","all","NC_061272.1",74628
"6809","NC_061285","Turritis glabra","Turritis","Brassicaceae","all","NC_061285.1",63678
"6810","NC_061286","Sisymbrium brassiciforme","Sisymbrium","Brassicaceae","all","NC_061286.1",203570
"6811","NC_061287","Hilliella yixianensis","Hilliella","Brassicaceae","all","NC_061287.1",97872
"6812","NC_061288","Smelowskia tibetica","Smelowskia","Brassicaceae","all","NC_061288.1",225681
"6813","NC_061289","Hilliella fumarioides","Hilliella","Brassicaceae","all","NC_061289.1",97860
"6814","NC_061290","Crucihimalaya himalaica","Crucihimalaya","Brassicaceae","all","NC_061290.1",59289
"6815","NC_061291","Yinshania henryi","Yinshania","Brassicaceae","all","NC_061291.1",81991
"6816","NC_061292","Sanicula lamelligera","Sanicula","Apiaceae","all","NC_061292.1",84533
"6817","NC_061294","Passiflora cirrhiflora","Passiflora","Passifloraceae","all","NC_061294.1",237845
"6818","NC_061299","Anarthria humilis","Anarthria","Restionaceae","all","NC_061299.1",198286
"6819","NC_061300","Carex gibba","Carex","Cyperaceae","full+trnL","NC_061300.1",418163
"6820","NC_061301","Centrolepis aristata","Centrolepis","Restionaceae","full+trnL","NC_061301.1",357897
"6821","NC_061302","Cyperus difformis","Cyperus","Cyperaceae","full+trnL","NC_061302.1",421870
"6822","NC_061303","Cyperus glomeratus","Cyperus","Cyperaceae","full+trnL","NC_061303.1",1249729
"6823","NC_061304","Eriocaulon cinereum","Eriocaulon","Eriocaulaceae","all","NC_061304.1",584531
"6824","NC_061305","Gahnia tristis","Gahnia","Cyperaceae","full+trnL","NC_061305.1",388572
"6825","NC_061306","Juncus alatus","Juncus","Juncaceae","all","NC_061306.1",1274368
"6826","NC_061307","Juncus bufonius","Juncus","Juncaceae","all","NC_061307.1",223656
"6827","NC_061308","Juncus compressus","Juncus","Juncaceae","all","NC_061308.1",223661
"6828","NC_061309","Juncus gracilicaulis","Juncus","Juncaceae","all","NC_061309.1",511724
"6829","NC_061310","Juncus himalensis","Juncus","Juncaceae","all","NC_061310.1",223667
"6830","NC_061311","Juncus tenuis","Juncus","Juncaceae","all","NC_061311.1",932103
"6831","NC_061312","Cyperus flavidus","Cyperus","Cyperaceae","full+trnL","NC_061312.1",1234203
